PromptID,PMCID,Outcome,Intervention,Comparator
13493,3575612,bicarbonate ,pterostilbene 125 mg twice daily ,matching placebo twice daily for 6–8 weeks.
13494,3575612,BUN,pterostilbene 50 mg twice daily or pterostilbene 50 mg + grape extract (GE) 100 mg twice daily  ,matching placebo twice daily for 6–8 weeks.
13495,4525725,The mean number of topics discussed,tailored health risk feedback,generic health risk feedback
13496,4525725,the average number of additional actions related to survey health risks taken by the GP,tailored health risk feedback,generic health risk feedback
13497,4525725,participants who show report to their GP,tailored health risk feedback,generic health risk feedback
13498,4525725,Participants who agree that the feedback was ‘relevant to me’ ,tailored health risk feedback,generic health risk feedback
13499,5799986,extruded debris,EndoIrrigator Plus,conventional syringe or PUI
13500,5799986,extruded debris,PUI,conventional syringe 
13501,5827507,Dentinal hypersensitivity (DH),"combined 5% KNO3 and the diode laser or  gallium-aluminum-arsenide diode laser (62.2 J/cm2, wavelength - 980 nm, noncontact pulse mode, and power wattage - 0.5 W);",5% potassium nitrate (KNO3) 
13502,4170701,"ESR, CRP, Hb, grip strength, BAS-G, BASFI, and BASDAI, either at baseline or after 3-month exercise",combined home exercise (COMB),range-of-motion home exercise (ROM)
13503,4170701,variables of pulmonary function test,combined home exercise (COMB),range-of-motion home exercise (ROM)
13504,5815237,CHI3L1 concentration decline,inhaled nitric oxide (iNO),placebo
13505,5777419,the total cultivable microbiota,probiotic or antibiotic,placebo 
13506,5777419,"attachment gain, reduction of PPD, and reduction of plaque",probiotic or antibiotic,placebo 
13507,3881817,Specimens not leaking,irrigation with a final application of EC40TM,irrigation with 10 mL 2.0% chlorhexidine (CHX)
13508,3881817,Specimens not leaking,irrigation with a final application of EC40TM,without final irrigation or irrigation with the combination (1:1) of 0.2% CHX + 0.1% cetrimide (CTR).
13509,3881817,Specimens not leaking,without final irrigation,irrigation with 10 mL 2.0% chlorhexidine (CHX) or irrigation with the combination (1:1) of 0.2% CHX + 0.1% cetrimide (CTR).
13510,4717613,reduction of the albumin levels,"preoperative nutrition program with immune modulating formulae (enriched with arginine, omega-3 fatty acids and nucleotides)",normal diet
13511,4717613,complication development rate,"preoperative nutrition program with immune modulating formulae (enriched with arginine, omega-3 fatty acids and nucleotides)",normal diet
13512,4717613,The mean tube drainage times,"preoperative nutrition program with immune modulating formulae (enriched with arginine, omega-3 fatty acids and nucleotides)",normal diet
13513,5845721,number of days the nurses wore the activity monitor,individual or friend ,team
13514,5845721, Weekly moderate-to-vigorous intensity PA (MVPA) levels,individual or friend ,team
13515,5845721,daily steps,individual or friend ,team
13516,5845721,cardiovascular health indicators,individual or friend ,team
13517,3494227,"depression, anxiety, and worry symptoms",mindfulness based stress reduction program,control
13518,1522015,The mean log retinal area,lutein supplementation (10 mg/d for 12 wks followed by 30 mg/d) for the first 24 weeks and then placebo for the following 24 weeks,placebo (24 weeks) was administered prior to lutein
13519,1522015,the average log CS at normal illumination,lutein supplementation (10 mg/d for 12 wks followed by 30 mg/d) for the first 24 weeks and then placebo for the following 24 weeks,placebo (24 weeks) was administered prior to lutein
13520,1913939,change in weight,the Web-based condition,condition that provided print materials on the same topics
13521,1913939,Physical Activity,the Web-based condition,condition that provided print materials on the same topics
13522,1913939,Attitudes Toward a Healthful Diet*,the Web-based condition,condition that provided print materials on the same topics
13523,1913939,Dietary Stage of Change,the Web-based condition,condition that provided print materials on the same topics
13524,1913939,Stress Management,the Web-based condition,condition that provided print materials on the same topics
13525,3616693,The survival period of the bleb,membrane containing MMC treatment ,glaucoma filtration operation with no implantation of chitosan membrane (as control) // or drug-free chitosan membrane implantation (blank/placebo group) // or membrane containing 5-FU treatment (5-FU group) 
13526,3616693,IOP-decrease period,membrane containing MMC treatment ,glaucoma filtration operation with no implantation of chitosan membrane (as control) // or drug-free chitosan membrane implantation (blank/placebo group) // or membrane containing 5-FU treatment (5-FU group) 
13527,4756971,The average VAS pain at 1 and 4 hours,peritubal analgesic infiltration ,control 
13528,4756971,"The postoperative VAS pain at 12, 24 and 48 hours",peritubal analgesic infiltration ,control 
13529,4756971,Doses of morphine usage for controlling postoperative pain,peritubal analgesic infiltration ,control 
13530,4756971,The first analgesic demand (minutes),peritubal analgesic infiltration ,control 
13531,1201139,response rate,receive a five-pound voucher (redeemable at many high street shops) with their mailed questionnaire,control
13532,3409545,"salivary cortisol, negative affect, positive affect, and pain",20 minutes of Swedish Massage Therapy to the lower extremities,"20 minute Reflexology, using highly specified protocols"
13533,5822856,Berg Balance Scale (BBS) and the Timed Up and Go test (TUG),flat insoles or textured insoles ,without insoles
13534,5822856,Berg Balance Scale (BBS) and the Timed Up and Go test (TUG),flat insoles, textured insoles 
13535,5822856,Insole wearing time,flat insoles, textured insoles 
13536,3695249,number of patients requested disconnection of the IV-PCA pumps because of intractable nausea and/or vomiting after surgery mostly within 12 h,intravenous 75 µg palonosetron ,intravenous 4 mg ondansetron or 0.3 mg ramosetron 
13537,3695249,Pain scores and the total amounts of fentanyl administered via IV-PCA,intravenous 75 µg palonosetron ,intravenous 4 mg ondansetron or 0.3 mg ramosetron 
13538,3695249,the time to use a rescue emetic,intravenous 75 µg palonosetron ,intravenous 4 mg ondansetron or 0.3 mg ramosetron 
13539,3695249,The number of nausea-free patients,intravenous 75 µg palonosetron ,intravenous 4 mg ondansetron or 0.3 mg ramosetron 
13540,4649576,the severity of nausea and vomiting,vitamin B6 or ginger,placebo
13541,4173571,required rescue antiemetic (RAE),single dose of dexamethasone 8 mg with granisetron 1 mg or  with ondansetron 4 mg,single dose of dexamethasone 8 mg with normal saline 2 ml
13542,4173571,A complete response (no PONV or RAE requirement),single dose of dexamethasone 8 mg with granisetron 1 mg or  with ondansetron 4 mg,single dose of dexamethasone 8 mg with normal saline 2 ml
13543,4173571,Post-operative vomiting,single dose of dexamethasone 8 mg with granisetron 1 mg or  with ondansetron 4 mg,single dose of dexamethasone 8 mg with normal saline 2 ml
13544,4173571,Excessive vomiting (more than equal to two) and frequent RAE (more than equal to two),single dose of dexamethasone 8 mg with granisetron 1 mg or  with ondansetron 4 mg,single dose of dexamethasone 8 mg with normal saline 2 ml
13545,4173571,Post-operative sedation,single dose of dexamethasone 8 mg with granisetron 1 mg or  with ondansetron 4 mg,single dose of dexamethasone 8 mg with normal saline 2 ml
13546,5827476,duration of analgesia,20 ml of 0.5% (100 mg) bupivacaine was added to 480 ml of normal saline for intraperitoneal irrigation during and after surgery,intraperitoneal irrigation was done with 500 ml of normal saline
13547,5827476,Cumulative requirement of tramadol in 24 h ,20 ml of 0.5% (100 mg) bupivacaine was added to 480 ml of normal saline for intraperitoneal irrigation during and after surgery,intraperitoneal irrigation was done with 500 ml of normal saline
13548,5827476,numeric pain rating scale (NRS),20 ml of 0.5% (100 mg) bupivacaine was added to 480 ml of normal saline for intraperitoneal irrigation during and after surgery,intraperitoneal irrigation was done with 500 ml of normal saline
13549,5827476,Incidence of shoulder pain or nausea and vomiting,20 ml of 0.5% (100 mg) bupivacaine was added to 480 ml of normal saline for intraperitoneal irrigation during and after surgery,intraperitoneal irrigation was done with 500 ml of normal saline
13550,5860698,number of CVD events,CVD risk strategy,SBP strategy
13551,3793517,Eradication rate,sequential eradication therapy,standard eradication therapy
13552,3793517,serum ferritin,sequential eradication therapy,standard eradication therapy
13553,4687062,Troponin release,bone marrow mononuclear cell (BMMNC) transplantation,saline
13554,4687062,The mean absolute change of the global LVEF,bone marrow mononuclear cell (BMMNC) transplantation,saline
13555,4687062,cytokines,bone marrow mononuclear cell (BMMNC) transplantation,saline
13556,3664406,transepidermal water loss.,bathing with a wash product ,bathing with water alone
13557,3664406,skin surface pH,bathing with a wash product ,bathing with water alone
13558,3664406,satisfaction scores,bathing with a wash product ,bathing with water alone
13559,3664406,left their neonate smelling good,bathing with a wash product ,bathing with water alone
13560,4113172,CRP,lifestyle or metformin,placebo
13561,4113172,Fibrinogen,lifestyle or metformin,placebo
13562,4113172,tissue plasminogen activator (tPA),lifestyle or metformin,placebo
13563,3757635,The medians of the VAS values,autologous cryoprecipitate,absorbable sutures
13564,3757635,The median surgical time,autologous cryoprecipitate,absorbable sutures
13565,3757635,intraoperative or post-operative complications,autologous cryoprecipitate,absorbable sutures
13566,3687098,adverse event of constipation,sitagliptin 100 mg/day,comparator agent
13567,3687098,The incidence rates of malignancy,sitagliptin 100 mg/day,comparator agent
13568,3687098,The incidence rates of pancreatitis,sitagliptin 100 mg/day,comparator agent
13569,3687098,The incidence of the composite endpoint of rash,sitagliptin 100 mg/day,comparator agent
13570,1578575,"the mean percentage of nuclei stained by Ki-67 (MIB-1) , estrogen receptor (1D5) and progesterone receptor positivity (PgR 636)",tamoxifen/10 mg/day for 14 days,control group-without medication
13571,4265717,urogenital distress inventory (UDI) and the incontinence impact questionnaire (IIQ) scores,undergoing office evaluation with a preoperative urodynamic work-up,undergoing office evaluation
13572,4265717,rate of positive provocative stress test,undergoing office evaluation with a preoperative urodynamic work-up,undergoing office evaluation
13573,4265717,treatment outcomes with stratified preoperative values for VLPP and MUCP at both 6 and 12 months,undergoing office evaluation with a preoperative urodynamic work-up,undergoing office evaluation
13574,3590692,"mean scores of depression, anxiety and stress",combined medical-relaxation therapy,usual medical therapy
13575,3781573,incidence rate of diabetic peripheral neuropathy (DPN),insulin-sensitizing (IS) treatment,insulin-providing (IP) treatment
13576,3781573,HbA1c,insulin-sensitizing (IS) treatment,insulin-providing (IP) treatment
13577,4588430,mean consultation time,telephone consultation,face-to-face consultation
13578,4588430,NHS costs,telephone consultation,face-to-face consultation
13579,4588430,QOL score,telephone consultation,face-to-face consultation
13580,4162033,ALT/AST changes,atorvastatin (40 mg/d),atorvastatin (5 mg/d)
13581,3525031,Pain severity,0.7 mg/kg pethidine every 6 hour IM,0.07 mg/kg oral methadone every 6 hour.
13582,3525031,terms of complications and supplementary analgesic use,0.7 mg/kg pethidine every 6 hour IM,0.07 mg/kg oral methadone every 6 hour.
13583,4757000,mean daily pad usage,transobturator midurethral sling (TOS) ,single-incision sling
13584,4757000,subjective cure rates,transobturator midurethral sling (TOS) ,single-incision sling
13585,4757000,scores achieved in ICIQ-SF,transobturator midurethral sling (TOS) ,single-incision sling
13586,4757000,scores achieved in I–QOL,transobturator midurethral sling (TOS) ,single-incision sling
13587,4757000,Mean operation time,transobturator midurethral sling (TOS) ,single-incision sling
13588,5873437,mortality,3‐5 days of continuous ELAD treatment plus SOC ,standard of care (SOC) only
13589,5873437,Lille score,3‐5 days of continuous ELAD treatment plus SOC ,standard of care (SOC) only
13590,5873437,IL1Ra levels,3‐5 days of continuous ELAD treatment plus SOC ,standard of care (SOC) only
13591,5873437,positive postdischarge PEth,3‐5 days of continuous ELAD treatment plus SOC ,standard of care (SOC) only
13592,5440059,urinary incontinence (UI) ,"usual care plus management by health professionals, with need-based referrals",usual care (UC) only
13593,5440059,presence of nocturia,"usual care plus management by health professionals, with need-based referrals",usual care (UC) only
13594,3695250,The total amount of fentanyl consumption during the 48 h after surgery,ketamine infusion of 2 µg/kg/min following bolus 0.5 mg/kg ,saline infusion following bolus of saline or ketamine infusion of 1 µg/kg/min following bolus 0.5 mg/kg
13595,3695250,"VAS scores for pain at rest or with movement at 1, 6, 24 and 48 h postoperatively",ketamine infusion of 2 µg/kg/min following bolus 0.5 mg/kg ,saline infusion following bolus of saline or ketamine infusion of 1 µg/kg/min following bolus 0.5 mg/kg
13596,3695250,The patient satisfaction rate,ketamine infusion of 2 µg/kg/min following bolus 0.5 mg/kg ,saline infusion following bolus of saline or ketamine infusion of 1 µg/kg/min following bolus 0.5 mg/kg
13597,3695250,The incidence of adverse events,ketamine infusion of 2 µg/kg/min following bolus 0.5 mg/kg ,saline infusion following bolus of saline or ketamine infusion of 1 µg/kg/min following bolus 0.5 mg/kg
13598,5030453,functional activity,patients used the mobile app and reviewed the reported data with the treating physician at scheduled visits (C),eceived regular physician support (A) or patients were instructed to use the mobile app without physician review (B)
13599,5030453,concentration issues,patients were instructed to use the mobile app without physician review (B),eceived regular physician support (A)
13600,5030453,number of patient confirmed use of the Internet for obtain further information about their disease,patients were instructed to use the mobile app without physician review (B) or patients used the mobile app and reviewed the reported data with the treating physician at scheduled visits (C),eceived regular physician support (A)
13601,2797956,percentage of time between 4.4 and 6.6 mmol/l,Two-day closed-loop therapy (except for a 15-min premeal manual bolus),1-day control phase with intraperitoneal open-loop insulin delivery
13602,2797956,plasma insulin peak levels,Two-day closed-loop therapy (except for a 15-min premeal manual bolus),1-day control phase with intraperitoneal open-loop insulin delivery
13603,2797956,mean blood glucose levels,Two-day closed-loop therapy (except for a 15-min premeal manual bolus),1-day control phase with intraperitoneal open-loop insulin delivery
13604,31579,"mean pulmonary artery pressure, pulmonary vascular resistance index and central venous pressure ",inhalation of nitric oxide (NO) (20 ppm for 1 hour) ,atrial natriuretic peptide (ANP)  infusion (10 ng/kg/min for 1 hour)
13605,4733105,task accuracy or reaction time,trained in a vehicle with a newly developed onboard cognitive training program (V) or trained with a similar program but on a personal computer (P) ,trained to solve a crossword puzzle (C)
13606,4733105,high‐gamma power in the left thalamus from 0 to 100 msec and from 200 to 300 msec in the nontarget condition.,trained in a vehicle with a newly developed onboard cognitive training program (V) or trained with a similar program but on a personal computer (P) ,trained to solve a crossword puzzle (C)
13607,3511174,improvements in AHA and Melbourne,Botulinum Toxin-A (BoNT-A) treatment (B),BoNT-A plus eight weeks resistance training (BT)
13608,3511174,The muscle tone,Botulinum Toxin-A (BoNT-A) treatment (B),BoNT-A plus eight weeks resistance training (BT)
13609,3511174,Forearm supination resistance,Botulinum Toxin-A (BoNT-A) treatment (B),BoNT-A plus eight weeks resistance training (BT)
13610,3511174,muscle strength in injected muscles nd non-injected muscles,Botulinum Toxin-A (BoNT-A) treatment (B),BoNT-A plus eight weeks resistance training (BT)
13611,4358417,body weight and BMI,100 mg of rosehip extract ,placebo
13612,4358417,the abdominal total fat area,100 mg of rosehip extract ,placebo
13613,4358417,the abdominal subcutaneous fat area,100 mg of rosehip extract ,placebo
13614,5789502,"heart rates at 5, 10, and 15 min",dexmedetomidine 0.30 μg/kg (Group D0.3) ,dexmedetomidine 0.15 μg/kg (Group D0.15)
13615,5789502,Pain scores,dexmedetomidine 0.30 μg/kg (Group D0.3) ,dexmedetomidine 0.15 μg/kg (Group D0.15)
13616,5789502,The time to discharge,dexmedetomidine 0.30 μg/kg (Group D0.3) ,dexmedetomidine 0.15 μg/kg (Group D0.15)
13617,5561588,time to maximum block,endotracheal intubation after onset of the neuromuscular block at the adductor pollicis muscle (A)  ,endotracheal intubation after onset at the trapezius muscle (B)
13618,3635594,"erythrocyte acetylcholinesterase (AChE),  percent AChE","methanesulfonyl fluoride (MSF, SNX-001)",placebo
13619,5769191,rate of pregnancy,"in addition to their routine treatment, received auriculotherapy for 8–10 sessions during menstrual cycle.",routine treatments
13620,5769191,the frequency of clinical pregnancy,"in addition to their routine treatment, received auriculotherapy for 8–10 sessions during menstrual cycle.",routine treatments
13621,1208905,score at follow-up,receive a single session of true acupuncture,receive a single session of placebo acupuncture
13622,1208905,Breathlessness,receive a single session of true acupuncture,receive a single session of placebo acupuncture
13623,3931289,time to first pulmonary exacerbation,esomeprazole 40 mg twice daily,placebo
13624,3931289,exacerbation rate,esomeprazole 40 mg twice daily,placebo
13625,3931289,change in FEV1 percent or FVC percent,esomeprazole 40 mg twice daily,placebo
13626,3931289,GSAS and CFQ-R score,esomeprazole 40 mg twice daily,placebo
13627,5866733,"Serum AST, ALT, ALP, CK-MB, and TnI levels",n-acetylcysteine for 7 days before the operation,nothing
13628,5866733,Serum BUN level after cardiopulmonary bypass ,n-acetylcysteine for 7 days before the operation,nothing
13629,5866733,ammonia (NH3) after cardiopulmonary bypass and at 24th hour and at 48th hour,n-acetylcysteine for 7 days before the operation,nothing
13630,5866733,Serum BUN level at 24th and 48 postoperative hour ,n-acetylcysteine for 7 days before the operation,nothing
13631,5866733,Lactate levels at 24th and 48th,n-acetylcysteine for 7 days before the operation,nothing
13632,3664374,percentage of nr-axSpA patients achieved the primary endpoint of ASAS40 response at week 12,adalimumab,placebo
13633,3664374,number of patients who had BASFI &lt;2 at week 12,adalimumab,placebo
13634,3636850,The mean Streptococcus mutans and Lactobacillus,fluoridated dentifrices,non-fluoridated dentifrices
13635,3636850,The OHI-S,fluoridated dentifrices,non-fluoridated dentifrices
13636,3636850,mean DMFT and deft,fluoridated dentifrices,non-fluoridated dentifrices
13637,5827042,treatment failure,the combination of fentanyl-midazolam,dexmedetomidine-fentanyl
13638,5827042,time to recovery,the combination of fentanyl-midazolam,dexmedetomidine-fentanyl
13639,3606612,hemoglobin,11 mg of Heme Iron Polypeptide (HIP) orally 3 times per day,IV iron sucrose 200 mg monthly 
13640,3606612,TSAT,11 mg of Heme Iron Polypeptide (HIP) orally 3 times per day,IV iron sucrose 200 mg monthly 
13641,3606612,serum ferritin,11 mg of Heme Iron Polypeptide (HIP) orally 3 times per day,IV iron sucrose 200 mg monthly 
13642,3606612,adverse effects,11 mg of Heme Iron Polypeptide (HIP) orally 3 times per day,IV iron sucrose 200 mg monthly 
13643,5745479,proportion of any AE,amoxicillin,placebo
13644,5745479,diarrhoea,amoxicillin,placebo
13645,5745479,Nausea,amoxicillin,placebo
13646,5745479,rash in males,amoxicillin,placebo
13647,4753023,The mean Hb concentration,one ferrous sulfate tablet containing 50 mg of elemental iron daily,placebo
13648,4753023,the mean of birth weight,one ferrous sulfate tablet containing 50 mg of elemental iron daily,placebo
13649,4753023,ferritin,one ferrous sulfate tablet containing 50 mg of elemental iron daily,placebo
13650,3714385,"HOMA-IR before induction of anaesthesia, 60 min after the start of surgery, and at the start of skin closure",remifentanil at infusion rates of 0.1 μg·kg-1·min-1 (L),remifentanil at infusion rates of 0.5 μg·kg-1·min-1 (H)
13651,3714385,HOMA-β values at 60 min after the start of surgery and skin closure,remifentanil at infusion rates of 0.1 μg·kg-1·min-1 (L),remifentanil at infusion rates of 0.5 μg·kg-1·min-1 (H)
13652,3714385,3-MH/Cr values,remifentanil at infusion rates of 0.1 μg·kg-1·min-1 (L),remifentanil at infusion rates of 0.5 μg·kg-1·min-1 (H)
13653,3751503,IKDC or KT-1000 results,aseptic bone-patellar tendon-bone (BTB) allografts,BioCleanse-sterilized allografts
13654,3751503,Active flexion ROM,aseptic bone-patellar tendon-bone (BTB) allografts,BioCleanse-sterilized allografts
13655,3751503,Active extension ROM,aseptic bone-patellar tendon-bone (BTB) allografts,BioCleanse-sterilized allografts
13656,5319516,triglycerides,zhibitai 480 mg + atorvastatin 10 mg (ZA10 group),atorvastatin 20 mg (A20 group) or atorvastatin 40 mg (A40 group)
13657,5319516,cardiotrophin-1 (CT-1) and high sensitivity-C reactive protein (hs-CRP),zhibitai 480 mg + atorvastatin 10 mg (ZA10 group),atorvastatin 20 mg (A20 group) or atorvastatin 40 mg (A40 group)
13658,5319516,creatine kinase,zhibitai 480 mg + atorvastatin 10 mg (ZA10 group),atorvastatin 20 mg (A20 group) or atorvastatin 40 mg (A40 group)
13659,5976302,stair ascent time,arch support insoles for 12 weeks,did not wear the insoles
13660,5976302,transfer and basic mobility measured by PODCI and physical health assessed by PedsQL ,arch support insoles for 12 weeks,did not wear the insoles
13661,5976302,physical health by PedsQL,arch support insoles for 12 weeks,did not wear the insoles
13662,5516151,time to death or graft loss,belatacept  (more intense [MI] or less intense [LI]),cyclosporine
13663,5516151,Mean estimated GFR (eGFR),belatacept  (more intense [MI] or less intense [LI]),cyclosporine
13664,5516151,Acute rejection rates and safety profiles,belatacept  (more intense [MI] or less intense [LI]),cyclosporine
13665,3664320,Median progression-free survival,axitinib,sorafenib
13666,3664320,The objective response rate,axitinib,sorafenib
13667,1550956,protein C levels,treatment with drotrecogin alfa (activated) (DrotAA),placebo
13668,1550956,protein S and antithrombin III,"treatment with drotrecogin alfa (activated) (DrotAA) in  severe deficiency, protein C levels ≤ 40% of normal protein C activity (n = 615, 39% of patients); deficient, protein C levels 41–80% of normal protein C activity (n = 764, 48.5% of patients);","treatment with drotrecogin alfa (activated) (DrotAA) in  &gt;80% of normal protein C activity (n = 195, 12.4% of patients)"
13669,3258705,The mean duration of infertility,"oestradiol group, 2 mg of oestradiol valerate was initiated orally with progesterone",the control group received vaginal administration of progesterone supplementation alone starting on the day after oocyte retrieval and continued until the tenth week if the chemical pregnancy test was positive
13670,3258705,luteinizing hormone (LH),"oestradiol group, 2 mg of oestradiol valerate was initiated orally with progesterone",the control group received vaginal administration of progesterone supplementation alone starting on the day after oocyte retrieval and continued until the tenth week if the chemical pregnancy test was positive
13671,3258705,serum level of progesterone and oestradiol,"oestradiol group, 2 mg of oestradiol valerate was initiated orally with progesterone",the control group received vaginal administration of progesterone supplementation alone starting on the day after oocyte retrieval and continued until the tenth week if the chemical pregnancy test was positive
13672,3258705,"The mean number of retrieved oocytes, number of transferred embryos, and chemical and clinical pregnancy rate","oestradiol group, 2 mg of oestradiol valerate was initiated orally with progesterone",the control group received vaginal administration of progesterone supplementation alone starting on the day after oocyte retrieval and continued until the tenth week if the chemical pregnancy test was positive
13673,5827507,Dentinal hypersensitivity (DH),combined 5% KNO3 and the diode laser,1-5% potassium nitrate (KNO3)
13674,5827507,Dentinal hypersensitivity (DH), gallium-aluminum-arsenide diode laser,1-5% potassium nitrate (KNO3)
13675,4588672, mini-Communicative Abilities Log (mini-CAL) score at 12 weeks,constraint-induced aphasia therapy (CIAT),no intervention
13676,4588672, the Semantic Fluency Test (SFT) score,constraint-induced aphasia therapy (CIAT),no intervention
13677,4951149,faecal consistency,low-fibre Western-style diet (WSD) ,healthy-carbohydrate diet (HCD)
13678,4951149,number of observed species (alpha-diversity) in the stools ,healthy-carbohydrate diet (HCD), low-fibre Western-style diet (WSD) 
13679,3560577,The mean time for pH &gt;4 and pH &gt;6,Lansoprazole 30 mg intravenously ,pantoprazole 40 mg intravenously 
13680,3681405,The median survival time (MST) for patients with non-small cell lung cancer (NSCLC),preoperative chemotherapy plus surgery,surgery-alone arm
13681,3681405,The MST of stage II non-small cell lung cancer (NSCLC),preoperative chemotherapy plus surgery,surgery-alone arm
13682,3681405,survival rates of stage I and stage IIIA non-small cell lung cancer (NSCLC),preoperative chemotherapy plus surgery,surgery-alone arm
13683,3681405,Progression-free survival for patients with non-small cell lung cancer (NSCLC),preoperative chemotherapy plus surgery,surgery-alone arm
13684,3685700,hunger, total sleep deprivation (TSD) + six yogurt probes with varying sucrose concentrations (2–29 %),sleep (permitted between 22:30 and 06:30&nbsp;h)+ six orally presented yogurt probes with varying sucrose concentrations (2–29 %)
13685,3685700,ratings of sweet intensity or pleasantness of the yogurt samples with varying sucrose concentrations, total sleep deprivation (TSD) + six yogurt probes with varying sucrose concentrations (2–29 %),sleep (permitted between 22:30 and 06:30&amp;nbsp;h)+ six orally presented yogurt probes with varying sucrose concentrations (2–29 %)
13686,3685700,Plasma glucose measurements, total sleep deprivation (TSD) + six yogurt probes with varying sucrose concentrations (2–29 %),sleep (permitted between 22:30 and 06:30&amp;amp;nbsp;h)+ six orally presented yogurt probes with varying sucrose concentrations (2–29 %)
13687,3685700,Plasma concentrations of total ghrelin, total sleep deprivation (TSD) + six yogurt probes with varying sucrose concentrations (2–29 %),sleep (permitted between 22:30 and 06:30&amp;amp;amp;nbsp;h)+ six orally presented yogurt probes with varying sucrose concentrations (2–29 %)
13688,5737953,The median time to complete encrustation/epithelialization,lip balm with propolis special extract GH 2002 ,lip balm with aciclovir cream
13689,5737953,pain reduction,lip balm with propolis special extract GH 2002 ,lip balm with aciclovir cream
13690,5737953,severe tension and swelling,lip balm with propolis special extract GH 2002 ,lip balm with aciclovir cream
13691,5737953,itching or burning,lip balm with propolis special extract GH 2002 ,lip balm with aciclovir cream
13692,5737953,"assessment of global efficacy by the physicians ""good"" to ""very good""""",lip balm with propolis special extract GH 2002 ,lip balm with aciclovir cream
13693,4354432,Mean plasma concentration–time curves for R- and S-warfarin,lobeglitazone (0.5 mg) for 1–12 days with warfarin (25 mg),warfarin (25 mg) alone
13694,4354432,findings for vital signs or physical examination results,lobeglitazone (0.5 mg) for 1–12 days with warfarin (25 mg),warfarin (25 mg) alone
13695,3558647,The best time to laryngoscopy,Rocuronium 0.9 mg/kg (R group),cisatracurium 0.15 mg/kg (C group)
13696,3476989,The pain level in the active side of the shoulder/neck,coffee (1/2 -1 cup) on average 1 h 18 min before start,abstained from coffee intake
13697,3770494,recalled the last five words,methylphenidate (MPH) 20 mg,placebo
13698,3770494,anger and fatigue,methylphenidate (MPH) 20 mg,placebo
13699,4161875,daily nursing workload for glucose control,intervention group these data were used to feed a computerized glucose regulation algorithm,continuous glucose monitoring (CGM) data were blinded in the control group
13700,4161875,Mean daily costs per patient,intervention group these data were used to feed a computerized glucose regulation algorithm,continuous glucose monitoring (CGM) data were blinded in the control group
13701,4710815,incidence of cardiac disorders,"Respimat 2.5 µg (R 2.5),  Respimat 5 µg(R5)",HandiHaler 18 µg (HH18)
13702,4710815,number of cardiac deaths,"Respimat 2.5 µg (R 2.5),  Respimat 5 µg(R5)",HandiHaler 18 µg (HH18)
13703,4710815,"cardiac arrhythmia  or cardiac history defined as history of MI, ischaemic heart disease/coronary artery disease, cardiac arrhythmia or heart failure","Respimat 2.5 µg (R 2.5),  Respimat 5 µg(R5)",HandiHaler 18 µg (HH18)
13704,4710815,"safety,The risk of exacerbation and major adverse cardiovascular (CV) events (MACEs)","Respimat 2.5 µg (R 2.5),  Respimat 5 µg(R5)",HandiHaler 18 µg (HH18)
13705,3747889,carotid intima-media thickness (CIMT),insulin glargine and n-3 polyunsaturated fatty acid (n-3FA) supplements,standard glycemic care and double-blind therapy with a 1-g capsule of n-3FA;  
13706,3747889,change in maximum CIMT for the common carotid and the common carotid plus bifurcation,insulin glargine and n-3 polyunsaturated fatty acid (n-3FA) supplements,standard glycemic care and double-blind therapy with a 1-g capsule of n-3FA;  
13707,3747889,"carotid intima-media thickness (CIMT), change in maximum CIMT for the common carotid and the common carotid plus bifurcation",insulin glargine and n-3 polyunsaturated fatty acid (n-3FA) supplements,placebo
13708,3666925,postoperative peak cTnI release,morphine (0.1 mg/kg) injected via a cardioplegia needle into the aortic root,control group (the same protocol was performed as in the postconditioning group except that patients received the same volume of saline instead
13709,3666925,peak inotropic score ; duration of mechanical ventilation as well as ICU stay,morphine (0.1 mg/kg) injected via a cardioplegia needle into the aortic root,control group (the same protocol was performed as in the postconditioning group except that patients received the same volume of saline instead
13710,3666925,left ventricular ejection fraction; cardiac output,morphine (0.1 mg/kg) injected via a cardioplegia needle into the aortic root,control group (the same protocol was performed as in the postconditioning group except that patients received the same volume of saline instead
13711,5725027,quality of recovery (QoR),group D received dexmedetomidine 0.04 ug/(kg·h) plus sufentanil 0.02 ug/(kg·h),control group S received sufentanil 0.04 ug/(kg·h) 
13712,5725027,The pressing times of analgesic pump and rescue tramadol,group D received dexmedetomidine 0.04 ug/(kg·h) plus sufentanil 0.02 ug/(kg·h),control group S received sufentanil 0.04 ug/(kg·h) 
13713,5725027,incidence of nausea,group D received dexmedetomidine 0.04 ug/(kg·h) plus sufentanil 0.02 ug/(kg·h),control group S received sufentanil 0.04 ug/(kg·h) 
13714,5725027,Vomiting,group D received dexmedetomidine 0.04 ug/(kg·h) plus sufentanil 0.02 ug/(kg·h),control group S received sufentanil 0.04 ug/(kg·h) 
13715,2365983,Median operating time,total laparoscopic restorative proctocolectomy,hand-assisted laparoscopic restorative proctocolectomy and open restorative proctocolectomy
13716,2365983,Morbidity and reoperation rates,total laparoscopic restorative proctocolectomy,"hand-assisted laparoscopic restorative proctocolectomy, and open restorative proctocolectomy"
13717,2365983,daily and total morphine requirement,total laparoscopic restorative proctocolectomy,hand-assisted laparoscopic restorative proctocolectomy and open restorative proctocolectomy
